pred0,pred1
0.6745644465117073,0.3254355534882926
0.12843313897320308,0.8715668610267969
0.22483243467013236,0.7751675653298676
0.5245342407423113,0.4754657592576888
0.6618993488525854,0.3381006511474146
0.5192564910560553,0.48074350894394474
0.618488491700015,0.38151150829998504
0.2985913707572374,0.7014086292427626
0.3894825428772024,0.6105174571227976
0.6527389748300692,0.3472610251699309
0.39901401848149,0.60098598151851
0.6170911403878703,0.3829088596121298
0.3184667958386471,0.6815332041613529
0.495606324995295,0.504393675004705
0.627604312164981,0.37239568783501903
0.4882797900497241,0.5117202099502759
0.5430162585152003,0.45698374148479975
0.5526535275548634,0.4473464724451366
0.7703943493319507,0.22960565066804922
0.5453620280329632,0.45463797196703676
0.5098787812889226,0.4901212187110774
0.5670842320928711,0.4329157679071289
0.5429338975507892,0.45706610244921075
0.4526941432112147,0.5473058567887853
0.44469026802557177,0.5553097319744282
0.5531272008050127,0.44687279919498735
0.5853718183591147,0.41462818164088533
0.6174689857561773,0.3825310142438227
0.3433268253077272,0.6566731746922728
0.6074741153943557,0.39252588460564436
0.7057981259883402,0.29420187401165976
0.5924970012615036,0.4075029987384964
0.4721702277382924,0.5278297722617076
0.5084995068881082,0.49150049311189176
0.7368452922185162,0.2631547077814838
0.6012855118709293,0.3987144881290708
0.3350017449561088,0.6649982550438912
0.4748924543176042,0.5251075456823958
0.5906085334048965,0.40939146659510356
0.5506263035570675,0.44937369644293246
0.49459476641214084,0.5054052335878592
0.5528241878804945,0.4471758121195055
0.4657821727623903,0.5342178272376097
0.6458813855437886,0.35411861445621134
0.4985104371284187,0.5014895628715813
0.6691759545654047,0.3308240454345953
0.8541832896326274,0.14581671036737265
0.33362356832272777,0.6663764316772722
0.7887688253056808,0.21123117469431923
0.2842913350381615,0.7157086649618385
0.6599572647603453,0.34004273523965467
0.6532787087892681,0.3467212912107319
0.31110536123657495,0.688894638763425
0.2965509711569885,0.7034490288430115
0.6846271885442414,0.3153728114557585
0.6757984608623875,0.32420153913761246
0.802771108611982,0.19722889138801802
0.6993355344693202,0.3006644655306798
0.5854236764724221,0.4145763235275779
0.6953234222289881,0.30467657777101187
0.6552715964547446,0.34472840354525536
0.6490348527953146,0.3509651472046854
0.23890438382647916,0.7610956161735208
0.4456249251206804,0.5543750748793196
0.45457848638621656,0.5454215136137834
0.30416494594903976,0.6958350540509602
0.4647491473200993,0.5352508526799007
0.5721744984058723,0.42782550159412774
0.7911396234551832,0.2088603765448168
0.540694582338385,0.45930541766161503
0.6323858180718598,0.3676141819281402
0.4174874109824924,0.5825125890175076
0.7700418115911909,0.22995818840880905
0.5455014172193836,0.4544985827806164
0.3985219560340928,0.6014780439659072
0.41291736034864135,0.5870826396513587
0.37065643633234213,0.6293435636676579
0.7058689178802684,0.29413108211973155
0.4590131436830561,0.5409868563169439
0.1838545004602835,0.8161454995397165
0.7767695266933023,0.2232304733066976
0.44413322992169757,0.5558667700783024
0.3929848979581072,0.6070151020418928
0.2560672333848101,0.7439327666151899
0.3815730886808866,0.6184269113191134
0.51123941360684,0.48876058639316
0.7290011545200621,0.2709988454799379
0.410435696184448,0.589564303815552
0.8193563755742074,0.18064362442579263
0.46730328980991886,0.5326967101900811
0.38099812544311085,0.6190018745568892
0.6733420247864201,0.3266579752135799
0.3849697024867672,0.6150302975132328
0.6488484901599383,0.3511515098400617
0.35088733802388017,0.6491126619761198
0.16988462422982753,0.8301153757701725
0.5856709731351807,0.4143290268648193
0.5815240233159271,0.41847597668407294
