pred0,pred1
0.6735919856800137,0.3264080143199864
0.1246702508638734,0.8753297491361266
0.22366232799318042,0.7763376720068196
0.5277815347890318,0.4722184652109683
0.649813324247243,0.350186675752757
0.51457297614774,0.48542702385226
0.6330058671608605,0.36699413283913956
0.2994072817503671,0.7005927182496329
0.3795269883938156,0.6204730116061844
0.6505886422580051,0.34941135774199494
0.3923029506619893,0.6076970493380107
0.610446963230614,0.3895530367693861
0.31469630215455147,0.6853036978454485
0.4878726950375768,0.5121273049624232
0.6195527912443693,0.38044720875563065
0.4845067357758608,0.5154932642241392
0.546626720568225,0.45337327943177497
0.5407381003566208,0.45926189964337916
0.7788839567822797,0.22111604321772027
0.5549492214462215,0.44505077855377845
0.5092811732214051,0.49071882677859485
0.5655833450035032,0.43441665499649684
0.5482057576851798,0.45179424231482024
0.4470602067446574,0.5529397932553426
0.44126454916745705,0.558735450832543
0.550650492847741,0.44934950715225896
0.5871599263110898,0.41284007368891024
0.6186861614429795,0.38131383855702056
0.3348410465710814,0.6651589534289186
0.6027221222330847,0.3972778777669153
0.7179830798042977,0.2820169201957024
0.600421743541129,0.39957825645887096
0.4644623141875034,0.5355376858124966
0.5096496524981169,0.49035034750188317
0.7517764970197018,0.24822350298029813
0.6118903319882363,0.3881096680117638
0.3200626330602977,0.6799373669397023
0.4716647515297929,0.5283352484702071
0.5987617691405154,0.4012382308594846
0.5508069177864916,0.44919308221350834
0.4909893603727167,0.5090106396272833
0.5512473868243817,0.4487526131756183
0.46368577734371463,0.5363142226562854
0.6535407397511692,0.3464592602488307
0.49537839181541,0.50462160818459
0.6711279609886351,0.32887203901136486
0.8670993125892554,0.1329006874107445
0.3207028436586854,0.6792971563413146
0.7846054009812161,0.21539459901878386
0.28567842791945985,0.7143215720805401
0.6601351583405117,0.33986484165948827
0.6607815158876553,0.3392184841123446
0.3019811153068468,0.6980188846931532
0.29693188001230186,0.7030681199876981
0.6763066864312339,0.323693313568766
0.7049648060999443,0.29503519390005567
0.8097463169400217,0.19025368305997825
0.7051390449838695,0.29486095501613047
0.5874070385192249,0.4125929614807751
0.7224507540380246,0.2775492459619754
0.6528846630145423,0.3471153369854577
0.6559094327320398,0.3440905672679602
0.23319456820522444,0.7668054317947756
0.4517338431244584,0.5482661568755416
0.4446455221012724,0.5553544778987276
0.3026582442015485,0.6973417557984515
0.4435080551480316,0.5564919448519684
0.57139922378814,0.42860077621186005
0.7911255823087568,0.2088744176912432
0.545952463496193,0.4540475365038071
0.6287668615637672,0.3712331384362329
0.4207540852011121,0.5792459147988879
0.7750911721565694,0.2249088278434306
0.5621730572924669,0.4378269427075331
0.38739720063773464,0.6126027993622654
0.41029275228992745,0.5897072477100725
0.3605654820362635,0.6394345179637365
0.7259330160890034,0.27406698391099654
0.44350222444589116,0.5564977755541088
0.1602915442674696,0.8397084557325304
0.7726957749986468,0.22730422500135314
0.45727505090175147,0.5427249490982485
0.37982608272693685,0.6201739172730631
0.24820149343938447,0.7517985065606155
0.36846792140079787,0.6315320785992021
0.5128101553850779,0.48718984461492204
0.7384243825945336,0.2615756174054665
0.4063469575331651,0.5936530424668349
0.8260178398762538,0.17398216012374626
