Date,Open,High,Low,Close,Volume
2014-12-31,17.033391904022213,17.071463274956663,16.858259821666508,16.881103515625,1863400
2015-01-02,16.92679101037493,16.95724927179183,16.797346304012787,16.827804565429688,2210300
2015-01-05,16.84303409543722,16.865876339711576,16.63744518298875,16.66790199279785,2444900
2015-01-06,16.728817577165447,16.797347216747397,16.553686921491536,16.59937286376953,2265900
2015-01-07,16.614602021281,16.759275866439072,16.58414521049136,16.75166130065918,1655400
2015-01-08,16.850645376250828,17.010548330432364,16.83541769916712,16.972476959228516,879900
2015-01-09,17.223754779243286,17.246597025004384,17.109537741117915,17.132381439208984,1932700
2015-01-12,17.041003456543105,17.041003456543105,16.896331098370624,16.934402465820312,1508300
2015-01-13,16.964860721643724,17.05623258445481,16.79734321927411,16.934402465820312,1870100
2015-01-14,16.675516317158955,16.74404595365065,16.56891530587403,16.705974578857422,2055800
2015-01-15,16.911561257230474,16.942019517526347,16.744045182592533,16.804960250854492,3659900
2015-01-16,16.667902213130933,17.00293583943911,16.667902213130933,16.99532127380371,1953200
2015-01-20,16.8049624271447,16.835420691385007,16.652675462933104,16.774505615234375,1283700
2015-01-21,16.98770721936176,17.08669512327082,16.858262504324482,16.92679214477539,2670400
2015-01-22,16.94963436248339,17.033393127350333,16.888719293215562,16.91917610168457,2110700
2015-01-23,16.797347243008602,16.85064775113791,16.72120303753962,16.75166130065918,1943600
2015-01-26,16.789732596715186,16.850647670332275,16.721202957354723,16.812576293945312,1135200
2015-01-27,16.86587698941698,16.911562932055478,16.804961915122338,16.843034744262695,1300900
2015-01-28,17.063851235985073,17.071465801764962,16.72120303753962,16.75166130065918,2074500
2015-01-29,16.728815007564272,16.80495920121821,16.59937031405149,16.789730072021484,1584800
2015-01-30,16.65267302762162,16.827803664402087,16.64505846267511,16.690744400024414,1610900
2015-02-02,16.9572496569215,17.056236104114905,16.91156226375851,17.03339385986328,1886300
2015-02-03,17.094308468398534,17.528328525373464,17.079079337756998,17.398883819580078,2460900
2015-02-04,17.36842544581838,17.444569646203114,17.277053567220566,17.307510375976562,3222600
2015-02-05,17.444568841969325,17.627314043069823,17.444568841969325,17.619699478149414,1437000
2015-02-06,17.505483627319336,17.58924238776628,17.45218312606391,17.505483627319336,2338600
2015-02-09,17.5283266999107,17.627313134112214,17.467411636018305,17.48263931274414,2138900
2015-02-10,17.467416332472766,17.52071684616828,17.383657552476915,17.47503089904785,1193600
2015-02-11,17.261824779929054,17.261824779929054,17.117150941554204,17.21613883972168,1672900
2015-02-12,17.162839031421996,17.38365562833768,17.15522446568974,17.32274055480957,1859300
2015-02-13,17.62731354187622,17.74914367247925,17.612084412468413,17.688228607177734,1803000
2015-02-17,17.695843455106427,17.810059022833588,17.66538664813306,17.802444458007812,1798700
2015-02-18,17.78721542797279,17.9471169201644,17.764371735232718,17.886201858520508,1554200
2015-02-19,17.794829011077216,17.916659127647733,17.794829011077216,17.810056686401367,1434900
2015-02-20,17.794828714904376,17.924273393147303,17.70345540283251,17.90904426574707,1195600
2015-02-23,17.81767541732625,17.89381962107339,17.79483317283303,17.863361358642578,1150300
2015-02-24,17.870971320410824,18.068945618220187,17.80244169992568,18.030874252319336,1499100
2015-02-25,18.152708053588867,18.221237687995313,18.14509348839595,18.152708053588867,1556300
2015-02-26,18.04610350769011,18.04610350769011,17.863356883546373,17.90904426574707,1675400
2015-02-27,18.000415997735043,18.09940387280448,17.977573759126336,18.030874252319336,1490100
2015-03-02,18.0384917736064,18.084177710644116,18.000418949133504,18.046106338500977,1122200
2015-03-03,18.068953422810555,18.107026257485863,18.02326747353033,18.05372428894043,1448000
2015-03-04,18.038493572107747,18.038493572107747,17.87097603238444,17.954734802246094,964700
2015-03-05,17.901434186681094,17.931890996782016,17.81767541732625,17.863361358642578,1426600
2015-03-06,17.756759250873923,17.771988381151125,17.543557236312292,17.551170349121094,1727700
2015-03-09,17.566399479398296,17.589243174814097,17.513098975757888,17.551170349121094,1556600
2015-03-10,17.277054422053112,17.322740363612464,17.109536882452318,17.14760971069336,3214000
2015-03-11,17.178067196036178,17.200910893878536,17.05623704553684,17.1019229888916,2739200
2015-03-12,17.55878424667737,17.627313877989494,17.520712874761628,17.59685707092285,2502600
2015-03-13,17.345582847491013,17.353197412606697,17.101921120778552,17.254209518432617,3172700
2015-03-16,17.383652355078233,17.467411110031726,17.360808662182833,17.406496047973633,2973600
2015-03-17,17.322740741869037,17.3988849476839,17.299897044425602,17.353199005126953,1800600
2015-03-18,17.376038505903495,17.90904641009538,17.360809376679796,17.870973587036133,3881200
2015-03-19,17.733919388421157,17.802447579208316,17.64254604682162,17.695846557617188,2043200
2015-03-20,18.08417791760573,18.282152250141195,18.030877415063443,18.221237182617188,3339200
2015-03-23,18.251697209735248,18.41160019789807,18.221240396765676,18.350685119628906,1827300
2015-03-24,18.411595940292575,18.442052746219133,18.32783718241758,18.358295440673828,2407600
2015-03-25,18.39636833044298,18.41921202602173,18.137478923203034,18.152708053588867,2076700
2015-03-26,18.030877712895354,18.038492278002852,17.878589315404966,17.977577209472656,2856200
2015-03-27,17.878588653935836,17.901432348413163,17.779602215860226,17.802444458007812,3337800
2015-03-30,17.60447032310691,17.67299849697953,17.589241194544265,17.612083435058594,2285600
2015-03-31,17.368423226481298,17.520711607791352,17.360808662182833,17.406496047973633,2011500
