Date,ADANIPORTS,AMBUJACEM,ASIANPAINT,AUROPHARMA,AXISBANK,BAJAJ-AUTO,BAJFINANCE,BPCL,BHARTIARTL,INDUSTOWER,BOSCHLTD,CIPLA,COALINDIA,DRREDDY,EICHERMOT,GAIL,HCLTECH,HDFCBANK,HEROMOTOCO,HINDALCO,HINDPETRO,HINDUNILVR,HDFC,ICICIBANK,IBULHSGFIN,ITC,IOC,INDUSINDBK,INFY,KOTAKBANK,LUPIN,LT,M&M,MARUTI,NTPC,ONGC,POWERGRID,RELIANCE,SBIN,SUNPHARMA,TCS,TATAMOTORS,TATASTEEL,TECHM,UPL,ULTRACEMCO,VEDL,WIPRO,YESBANK,ZEEL,^NSEI
2013-01-15,130.81097412109375,165.6959991455078,403.655517578125,91.99400329589844,270.1485900878906,1681.1036376953125,131.87197875976562,79.3298110961914,301.6981201171875,143.04019165039062,8488.27734375,403.1266784667969,181.9669189453125,1767.989501953125,243.72171020507812,81.95663452148438,142.98878479003906,315.2794189453125,1437.795654296875,120.6467056274414,43.68704605102539,436.6176452636719,722.0515747070312,194.81504821777344,,153.18963623046875,47.748802185058594,423.337646484375,282.2471923828125,313.12567138671875,554.4888305664062,596.4677124023438,435.2016296386719,1427.4010009765625,91.10132598876953,147.09413146972656,62.31794357299805,392.0378112792969,230.3402099609375,348.1496887207031,560.4279174804688,324.29547119140625,327.6881103515625,210.6538848876953,82.14089965820312,1864.2120361328125,118.1150131225586,145.3521728515625,96.56195068359375,216.091796875,6056.60009765625
2013-01-16,129.5688018798828,165.3612518310547,400.3986511230469,89.89507293701172,267.3320007324219,1650.2291259765625,129.97276306152344,78.71199035644531,299.68792724609375,142.44778442382812,8559.841796875,400.4796142578125,180.71128845214844,1793.593994140625,243.70849609375,82.09974670410156,145.07733154296875,311.5996398925781,1430.0009765625,115.31993103027344,43.04051971435547,433.5404052734375,716.23486328125,190.8519287109375,,153.13572692871094,47.65251922607422,411.9374694824219,280.26220703125,310.6142578125,551.3984375,590.426513671875,421.80792236328125,1378.651611328125,91.42324829101562,145.3006134033203,62.87910079956055,398.60919189453125,225.02542114257812,342.9764404296875,564.7437744140625,313.0470886230469,320.0898742675781,210.2535858154297,81.05693054199219,1864.357666015625,116.04496765136719,145.00686645507812,94.75125122070312,209.1422882080078,6001.85009765625
2013-01-17,128.61328125,167.327880859375,405.5367431640625,89.9905014038086,266.7535095214844,1631.354248046875,129.64918518066406,81.58489990234375,308.9521179199219,142.8311004638672,8585.8828125,392.1533508300781,180.68565368652344,1801.58642578125,239.88272094726562,82.87033081054688,151.57972717285156,314.5717468261719,1417.607421875,114.05833435058594,45.37594223022461,433.88714599609375,706.394775390625,188.04541015625,,153.83670043945312,50.693485260009766,408.7283020019531,283.3509826660156,312.25537109375,557.7216186523438,584.11767578125,421.925048828125,1379.482666015625,91.95001983642578,150.3942413330078,63.21580123901367,411.8676452636719,228.489990234375,341.8560791015625,570.7149047851562,321.75238037109375,322.98260498046875,214.57284545898438,83.46575927734375,1854.3111572265625,115.46654510498047,148.7187957763672,95.82120513916016,214.4952850341797,6039.2001953125
2013-01-18,126.36779022216797,166.28176879882812,403.463623046875,91.85089874267578,263.27301025390625,1636.52001953125,128.62689208984375,89.57555389404297,304.88812255859375,142.86593627929688,8554.3876953125,394.4635314941406,181.8388214111328,1757.5809326171875,238.26632690429688,84.4665298461914,151.9350128173828,312.7083435058594,1375.049072265625,114.71248626708984,47.81694030761719,425.0888977050781,719.6024780273438,190.26148986816406,,154.99600219726562,56.05329513549805,402.3096923828125,282.34844970703125,313.1753845214844,559.43310546875,587.75,414.9237365722656,1428.73974609375,96.28118896484375,161.51419067382812,64.5064926147461,416.5879211425781,230.54373168945312,339.4959411621094,566.1056518554688,321.36114501953125,320.1284484863281,210.4748077392578,84.97126770019531,1853.292236328125,113.94444274902344,137.2032012939453,94.5592041015625,210.4570770263672,6064.39990234375
2013-01-21,129.71212768554688,166.95127868652344,401.297119140625,93.16271209716797,262.7799072265625,1635.606201171875,130.49330139160156,90.80091857910156,310.7438049316406,142.90077209472656,8648.404296875,388.880615234375,180.1987762451172,1786.995361328125,236.57962036132812,85.42426300048828,154.42893981933594,310.6796875,1381.16796875,114.71248626708984,49.18916702270508,431.0266418457031,710.6806030273438,190.47987365722656,,157.20677185058594,55.299068450927734,395.7474060058594,283.1839904785156,313.77215576171875,565.4235229492188,599.2778930664062,413.09735107421875,1453.80712890625,94.5838394165039,160.96417236328125,63.91727066040039,425.7276306152344,231.2283172607422,333.6791687011719,557.3060913085938,316.1770935058594,319.4342041015625,211.612548828125,85.63369750976562,1874.7923583984375,113.76181030273438,137.27224731445312,93.58983612060547,207.54579162597656,6082.2998046875
2013-01-22,129.4254608154297,165.94705200195312,413.0096740722656,90.22901916503906,264.2877502441406,1642.7982177734375,130.32447814941406,89.33870697021484,307.33526611328125,142.90077209472656,8545.86328125,390.1319885253906,179.60940551757812,1777.3763427734375,236.9486083984375,81.45027160644531,150.63946533203125,308.41522216796875,1373.840576171875,111.90892028808594,47.97526931762695,416.8541564941406,711.424072265625,189.28285217285156,,155.91265869140625,53.50175857543945,400.15423583984375,281.8927001953125,318.64569091796875,556.3904418945312,593.9442138671875,413.8232116699219,1449.652099609375,96.19338989257812,161.37071228027344,63.69281005859375,425.77398681640625,227.99041748046875,338.8523254394531,552.0682983398438,311.57989501953125,315.2686462402344,206.65066528320312,84.24861907958984,1895.6614990234375,112.66590881347656,137.68658447265625,93.07771301269531,208.86056518554688,6048.5
2013-01-23,127.70549774169922,164.9010009765625,415.7658996582031,89.7997055053711,265.23614501953125,1615.857421875,127.43230438232422,87.4337158203125,321.0567626953125,142.5872039794922,8482.50390625,390.9020080566406,179.63502502441406,1786.53076171875,234.66453552246094,80.56959533691406,146.0510711669922,309.75970458984375,1389.546875,110.13333129882812,47.031856536865234,398.7808837890625,717.9842529296875,191.03794860839844,,157.85382080078125,52.30624771118164,406.8122253417969,282.50543212890625,320.7840881347656,556.3428344726562,596.8882446289062,413.0271301269531,1452.976318359375,95.16913604736328,159.36195373535156,62.93522262573242,427.1622619628906,229.46595764160156,338.3993225097656,550.9974365234375,306.20025634765625,314.381591796875,203.74305725097656,83.0743179321289,1897.3115234375,112.42237091064453,139.42178344726562,94.09281158447266,220.36477661132812,6054.2998046875
2013-01-24,124.17008209228516,165.06838989257812,412.2656555175781,88.17782592773438,264.83782958984375,1599.8043212890625,125.68507385253906,85.65229797363281,316.2935485839844,143.63255310058594,8490.607421875,376.4152526855469,176.12432861328125,1798.5194091796875,237.15066528320312,76.94786834716797,143.88101196289062,311.5052490234375,1379.881591796875,106.44196319580078,45.560665130615234,406.3655700683594,706.4385986328125,188.36892700195312,,160.3881072998047,50.3645133972168,412.4643859863281,283.3763122558594,324.7624816894531,561.23974609375,606.0263671875,410.8494873046875,1420.7535400390625,93.85221862792969,160.86854553222656,62.261810302734375,423.69146728515625,227.5000762939453,338.6377868652344,557.9691772460938,287.02911376953125,312.0288391113281,208.70494079589844,79.79230499267578,1892.6524658203125,108.4953384399414,140.5323028564453,92.87651824951172,211.95962524414062,6019.35009765625
2013-01-25,124.50454711914062,166.65838623046875,412.32177734375,89.39424133300781,262.931640625,1653.010498046875,126.2304916381836,86.48639678955078,315.0700378417969,145.16574096679688,8472.392578125,383.0089416503906,174.7917938232422,1807.766845703125,233.13600158691406,77.83954620361328,147.0551300048828,313.74609375,1375.6724853515625,108.77826690673828,46.24678421020508,413.04010009765625,704.8640747070312,189.7357940673828,,161.62826538085938,51.921112060546875,413.3745422363281,285.042236328125,330.8046875,569.9876098632812,616.0823974609375,422.1826171875,1476.750732421875,93.26692199707031,163.1403350830078,62.28987503051758,422.14117431640625,232.54661560058594,347.43450927734375,562.98779296875,294.4139099121094,313.76446533203125,212.06553649902344,82.92377471923828,1860.426513671875,111.53954315185547,141.46929931640625,92.22723388671875,214.07266235351562,6074.64990234375
2013-01-28,130.66763305664062,164.9010009765625,411.7135009765625,90.63446807861328,267.9958190917969,1658.295166015625,125.54026794433594,85.62141418457031,312.3170166015625,146.55953979492188,8391.279296875,384.69342041015625,175.4068145751953,1803.6776123046875,231.92808532714844,78.84131622314453,150.41273498535156,316.24652099609375,1401.7454833984375,110.6473159790039,44.9867057800293,407.7091979980469,701.2341918945312,192.5342254638672,,162.16748046875,51.126766204833984,414.3325500488281,284.6370849609375,332.2220153808594,565.946533203125,610.6146850585938,423.7748107910156,1484.7833251953125,92.27192687988281,160.1988983154297,62.794925689697266,415.361572265625,230.49749755859375,343.5486755371094,564.89892578125,301.7987060546875,312.9158935546875,214.0777130126953,82.23124694824219,1831.209228515625,111.44821166992188,143.51681518554688,95.75718688964844,216.56134033203125,6074.7998046875
